Country,Location_Type,MT,Cost Centre,Grade,Jan_HC,Feb_HC,Mar_HC,Apr_HC,May_HC,Jun_HC,Jul_HC,Aug_HC,Sep_HC,Oct_HC,Nov_HC,Dec_HC,Jan_Budget,Feb_Budget,Mar_Budget,Apr_Budget,May_Budget,Jun_Budget,Jul_Budget,Aug_Budget,Sep_Budget,Oct_Budget,Nov_Budget,Dec_Budget,Dec_Variance
SG,Onshore,CIB,CIB_SG_1212,B6,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
SG,Onshore,T&O,T&O_SG_1468,B5,3,5,3,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,-1
SG,Onshore,WRB,WRB_SG_1310,B6,3,3,1,1,2,3,3,2,1,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1
CN,Onshore,T&O,T&O_CN_1482,B4,4,5,4,6,5,6,5,5,6,6,4,6,5,5,5,5,5,5,5,5,5,5,5,5,1
UAE,Onshore,T&O,T&O_UAE_1478,B7,1,3,1,2,1,2,3,1,3,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,-1
US,Onshore,T&O,T&O_US_1479,B6,2,2,2,2,2,4,4,4,2,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,1
CN,Onshore,S&T,S&T_CN_1143,B7,3,5,3,3,3,5,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,-1
SG,Onshore,Risk,Risk_SG_1143,B6,2,3,2,3,2,2,3,3,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1
SG,Onshore,T&O,T&O_SG_1469,B7,3,4,4,3,4,2,3,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
IN,Onshore,CFCR,CFCR_IN_1176,B5,2,3,2,2,2,2,3,2,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,1
UK,Onshore,CIB,CIB_UK_1259,B4,3,2,2,2,4,3,2,2,4,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,1
HK,Onshore,Risk,Risk_HK_1159,B6,1,1,2,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
US,Onshore,CIB,CIB_US_1251,B4,5,5,5,4,4,3,5,4,3,5,5,3,4,4,4,4,4,4,4,4,4,4,4,4,-1
IN,Onshore,T&O,T&O_IN_1433,B4,3,3,3,2,3,3,2,3,3,2,4,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
UK,Onshore,WRB,WRB_UK_1306,B7,3,2,3,3,2,3,3,4,2,2,4,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
US,Onshore,S&T,S&T_US_1166,B5,5,4,4,4,3,3,5,3,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,-1
HK,Onshore,WRB,WRB_HK_1301,B7,4,6,6,5,4,5,5,6,4,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,1
IN,Onshore,GCFO,GCFO_IN_1075,B5,3,4,2,3,3,3,2,2,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,0
CN,Onshore,Risk,Risk_CN_1161,B6,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
UAE,Onshore,CFCR,CFCR_UAE_1156,B4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
IN,Onshore,CIB,CIB_IN_1263,B6,4,3,5,4,5,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0
US,Onshore,T&O,T&O_US_1480,B6,3,3,5,5,3,3,5,5,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,-1
IN,Onshore,Risk,Risk_IN_1154,B6,5,5,6,6,6,6,4,4,4,4,6,6,5,5,5,5,5,5,5,5,5,5,5,5,1
SG,Onshore,WRB,WRB_SG_1311,MD,3,4,4,3,3,4,4,4,4,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
UK,Onshore,S&T,S&T_UK_1152,B6,2,1,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
UAE,Onshore,WRB,WRB_UAE_1285,B6,3,2,4,4,2,4,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,0
SG,Onshore,T&O,T&O_SG_1470,B7,4,4,3,3,4,4,5,5,4,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,-1
US,Onshore,Risk,Risk_US_1153,B5,6,4,6,6,4,5,6,4,4,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0
CN,Onshore,WRB,WRB_CN_1306,B6,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
SG,Onshore,CFCR,CFCR_SG_1162,B5,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
SG,Onshore,S&T,S&T_SG_1157,B7,4,4,6,6,4,5,6,6,5,4,5,6,5,5,5,5,5,5,5,5,5,5,5,5,1
CN,Onshore,WRB,WRB_CN_1307,B6,2,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
CN,Onshore,Risk,Risk_CN_1162,B7,4,4,4,4,4,5,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,0
US,Onshore,T&O,T&O_US_1481,B5,4,2,2,3,4,2,4,4,2,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
GBS IN,Offshore,T&O,T&O_GBS IN_1484,B5,4,5,5,3,3,4,3,3,4,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,0
HK,Onshore,S&T,S&T_HK_1149,B5,2,3,4,2,3,3,3,4,4,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
SG,Onshore,CIB,CIB_SG_1213,B4,1,1,1,3,1,3,1,1,3,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,-1
CN,Onshore,S&T,S&T_CN_1144,B7,3,1,3,1,2,1,3,3,3,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1
IN,Onshore,WRB,WRB_IN_1334,MD,3,2,1,3,1,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
UK,Onshore,CFCR,CFCR_UK_1136,B5,4,5,4,5,5,5,6,4,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0
SG,Onshore,T&O,T&O_SG_1471,B6,3,4,4,3,4,3,5,3,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0
IN,Onshore,CFCR,CFCR_IN_1177,MD,4,2,4,4,4,4,2,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,0
UK,Onshore,T&O,T&O_UK_1460,B5,2,3,4,3,4,4,3,4,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
UK,Onshore,WRB,WRB_UK_1307,B6,1,3,1,3,1,3,3,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
UAE,Onshore,T&O,T&O_UAE_1479,B5,3,4,3,4,2,3,2,2,4,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,1
GBS IN,Offshore,CFCR,CFCR_GBS IN_1151,B5,3,4,4,3,4,2,4,4,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,0
UK,Onshore,T&O,T&O_UK_1461,B5,2,2,1,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
GBS IN,Offshore,WRB,WRB_GBS IN_1285,B6,5,5,4,3,5,5,3,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,1
SG,Onshore,WRB,WRB_SG_1312,B5,3,1,2,3,1,3,3,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
IN,Onshore,T&O,T&O_IN_1434,B6,1,2,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0
HK,Onshore,WRB,WRB_HK_1302,MD,2,4,4,2,2,2,3,3,2,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,0
SG,Onshore,T&O,T&O_SG_1472,B4,4,3,3,4,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,0
CN,Onshore,T&O,T&O_CN_1483,B5,2,2,3,3,3,4,2,3,3,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
UAE,Onshore,CFCR,CFCR_UAE_1157,B4,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0
IN,Onshore,S&T,S&T_IN_1136,B6,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0
SG,Onshore,WRB,WRB_SG_1313,B6,5,5,5,5,6,6,6,5,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0
GBS IN,Offshore,GCFO,GCFO_GBS IN_1075,B4,2,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
US,Onshore,WRB,WRB_US_1333,B7,1,1,2,3,3,1,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,-1
UAE,Onshore,CIB,CIB_UAE_1231,B7,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
US,Onshore,WRB,WRB_US_1334,B6,2,3,4,4,2,4,4,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,0
SG,Onshore,WRB,WRB_SG_1314,B6,1,3,3,1,3,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
US,Onshore,WRB,WRB_US_1335,B6,4,3,3,4,4,4,2,2,2,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
GBS IN,Offshore,T&O,T&O_GBS IN_1485,B4,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
UK,Onshore,CFCR,CFCR_UK_1137,B4,4,3,3,3,3,3,4,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0
IN,Onshore,S&T,S&T_IN_1137,B6,1,2,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0
IN,Onshore,T&O,T&O_IN_1435,B6,4,6,5,5,5,5,5,5,5,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,0
CN,Onshore,WRB,WRB_CN_1308,B4,5,4,3,3,5,3,4,4,3,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,1
US,Onshore,WRB,WRB_US_1336,B5,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
UAE,Onshore,S&T,S&T_UAE_1154,B6,3,4,4,2,2,4,2,4,4,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,1
GBS IN,Offshore,Risk,Risk_GBS IN_1165,B6,5,6,6,4,4,6,5,5,4,6,4,4,5,5,5,5,5,5,5,5,5,5,5,5,-1
SG,Onshore,CIB,CIB_SG_1214,B5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
US,Onshore,WRB,WRB_US_1337,B6,6,5,5,6,5,5,5,6,6,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,0
US,Onshore,GCFO,GCFO_US_1099,B6,4,4,3,2,3,4,2,2,2,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,1
GBS IN,Offshore,S&T,S&T_GBS IN_1157,B6,2,3,2,4,4,2,3,3,2,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,1
UAE,Onshore,Risk,Risk_UAE_1154,B5,2,2,3,2,1,2,3,3,3,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1
SG,Onshore,T&O,T&O_SG_1473,B6,3,3,1,3,3,3,3,1,1,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1
CN,Onshore,T&O,T&O_CN_1484,B5,2,1,1,2,3,3,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1
UAE,Onshore,T&O,T&O_UAE_1480,B6,4,4,5,5,4,3,4,5,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,-1
GBS IN,Offshore,CIB,CIB_GBS IN_1235,B7,4,4,4,3,3,3,4,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
HK,Onshore,T&O,T&O_HK_1446,MD,3,4,5,5,4,4,5,3,3,3,5,3,4,4,4,4,4,4,4,4,4,4,4,4,-1
US,Onshore,CFCR,CFCR_US_1165,B7,1,1,1,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0
US,Onshore,S&T,S&T_US_1167,B5,5,4,5,4,5,5,5,6,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,-1
CN,Onshore,WRB,WRB_CN_1309,B6,1,1,1,2,2,3,1,1,3,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,-1
UAE,Onshore,CIB,CIB_UAE_1232,B6,5,4,6,4,6,5,5,5,5,6,4,4,5,5,5,5,5,5,5,5,5,5,5,5,-1
HK,Onshore,CIB,CIB_HK_1247,MD,3,4,4,4,3,2,4,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
UK,Onshore,T&O,T&O_UK_1462,B5,4,4,4,5,4,4,6,5,6,6,5,4,5,5,5,5,5,5,5,5,5,5,5,5,-1
US,Onshore,WRB,WRB_US_1338,B6,4,5,5,5,5,5,5,5,6,4,4,6,5,5,5,5,5,5,5,5,5,5,5,5,1
IN,Onshore,T&O,T&O_IN_1436,B5,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
UAE,Onshore,S&T,S&T_UAE_1155,B6,2,2,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
GBS IN,Offshore,WRB,WRB_GBS IN_1286,B5,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
CN,Onshore,Risk,Risk_CN_1163,B5,1,3,2,3,2,2,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,-1
SG,Onshore,CIB,CIB_SG_1215,B4,2,3,3,4,2,3,3,4,3,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,1
GBS IN,Offshore,Risk,Risk_GBS IN_1166,B5,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
GBS IN,Offshore,GCFO,GCFO_GBS IN_1076,B5,1,1,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
GBS IN,Offshore,T&O,T&O_GBS IN_1486,B7,4,5,5,3,3,3,4,3,3,5,3,3,4,4,4,4,4,4,4,4,4,4,4,4,-1
GBS IN,Offshore,T&O,T&O_GBS IN_1487,B5,2,2,4,4,4,4,3,2,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,1
US,Onshore,Risk,Risk_US_1154,B7,4,2,2,2,4,3,2,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,0
IN,Onshore,CIB,CIB_IN_1264,B5,4,6,4,5,5,4,5,6,5,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,0
UAE,Onshore,T&O,T&O_UAE_1481,B4,4,3,4,5,4,3,3,4,5,5,5,3,4,4,4,4,4,4,4,4,4,4,4,4,-1
UAE,Onshore,Risk,Risk_UAE_1155,B6,3,4,3,3,2,2,2,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
HK,Onshore,T&O,T&O_HK_1447,B7,2,2,2,4,2,2,4,3,2,2,4,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
GBS IN,Offshore,CIB,CIB_GBS IN_1236,B7,2,1,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
SG,Onshore,WRB,WRB_SG_1315,B6,5,4,6,5,6,4,4,4,5,4,6,6,5,5,5,5,5,5,5,5,5,5,5,5,1
UK,Onshore,CFCR,CFCR_UK_1138,B7,3,2,2,2,4,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
UK,Onshore,Risk,Risk_UK_1141,B6,1,3,1,2,2,2,1,3,1,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1
IN,Onshore,CFCR,CFCR_IN_1178,B6,2,3,2,2,3,2,1,3,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,-1
US,Onshore,CFCR,CFCR_US_1166,B6,2,2,3,3,2,3,1,3,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1
US,Onshore,S&T,S&T_US_1168,B5,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
IN,Onshore,CIB,CIB_IN_1265,B6,4,3,4,2,4,2,3,4,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,0
GBS IN,Offshore,T&O,T&O_GBS IN_1488,B5,5,5,6,6,6,6,4,5,4,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,1
SG,Onshore,Risk,Risk_SG_1144,B7,1,3,3,1,1,1,2,1,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1
GBS IN,Offshore,T&O,T&O_GBS IN_1489,B4,2,1,3,2,2,1,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0
UK,Onshore,CIB,CIB_UK_1260,B6,4,4,3,5,3,4,4,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0
HK,Onshore,T&O,T&O_HK_1448,B6,4,4,4,3,4,4,4,3,2,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
HK,Onshore,GCFO,GCFO_HK_1079,B4,4,6,6,6,6,6,6,4,6,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,1
HK,Onshore,T&O,T&O_HK_1449,B4,3,3,3,2,3,4,3,2,2,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
UAE,Onshore,WRB,WRB_UAE_1286,B6,2,3,4,2,2,3,3,3,2,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,1
UAE,Onshore,T&O,T&O_UAE_1482,B4,6,5,5,4,5,4,5,6,6,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,-1
SG,Onshore,T&O,T&O_SG_1474,B4,4,5,5,4,5,5,3,4,3,5,3,5,4,4,4,4,4,4,4,4,4,4,4,4,1
US,Onshore,T&O,T&O_US_1482,B5,2,2,2,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
US,Onshore,T&O,T&O_US_1483,B6,2,2,3,2,1,2,1,1,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,-1
GBS IN,Offshore,Risk,Risk_GBS IN_1167,B7,2,4,4,4,3,4,2,3,4,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,1
US,Onshore,T&O,T&O_US_1484,B6,1,1,3,1,1,1,2,2,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,-1
HK,Onshore,Risk,Risk_HK_1160,B6,3,1,2,3,3,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
SG,Onshore,T&O,T&O_SG_1475,B6,1,2,2,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
SG,Onshore,Risk,Risk_SG_1145,B4,3,4,3,5,4,5,3,3,4,3,4,5,4,4,4,4,4,4,4,4,4,4,4,4,1
SG,Onshore,WRB,WRB_SG_1316,B7,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
HK,Onshore,T&O,T&O_HK_1450,B6,6,4,5,6,4,5,4,4,4,4,4,6,5,5,5,5,5,5,5,5,5,5,5,5,1
SG,Onshore,CIB,CIB_SG_1216,B6,4,4,6,5,4,6,4,6,5,4,4,6,5,5,5,5,5,5,5,5,5,5,5,5,1
HK,Onshore,CIB,CIB_HK_1248,B7,3,3,3,1,2,2,1,2,1,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1
HK,Onshore,CFCR,CFCR_HK_1150,B5,3,2,4,4,2,3,3,4,3,4,2,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
HK,Onshore,CIB,CIB_HK_1249,B5,1,1,2,2,1,1,2,1,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0
UK,Onshore,T&O,T&O_UK_1463,B4,5,5,5,4,4,5,5,5,5,5,3,5,4,4,4,4,4,4,4,4,4,4,4,4,1
UK,Onshore,Risk,Risk_UK_1142,B6,1,2,1,3,2,3,3,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0
US,Onshore,T&O,T&O_US_1485,B4,3,3,2,3,1,3,3,2,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,-1
UK,Onshore,WRB,WRB_UK_1308,B7,4,5,4,4,6,4,5,4,4,4,5,6,5,5,5,5,5,5,5,5,5,5,5,5,1
SG,Onshore,T&O,T&O_SG_1476,B6,3,3,3,1,1,3,3,1,1,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1
US,Onshore,T&O,T&O_US_1486,B5,3,3,2,4,4,2,3,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
SG,Onshore,WRB,WRB_SG_1317,B6,1,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
IN,Onshore,S&T,S&T_IN_1138,B6,5,5,3,5,4,5,5,3,4,3,4,5,4,4,4,4,4,4,4,4,4,4,4,4,1
UK,Onshore,S&T,S&T_UK_1153,B7,4,5,5,5,4,4,6,4,4,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0
HK,Onshore,GCFO,GCFO_HK_1080,B4,4,2,2,4,3,2,2,4,2,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,1
US,Onshore,WRB,WRB_US_1339,B6,4,4,4,4,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0
UAE,Onshore,GCFO,GCFO_UAE_1079,B6,4,4,3,2,3,2,3,2,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,0
US,Onshore,S&T,S&T_US_1169,B6,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0
US,Onshore,GCFO,GCFO_US_1100,MD,6,6,6,4,6,5,5,6,5,6,5,4,5,5,5,5,5,5,5,5,5,5,5,5,-1
UAE,Onshore,WRB,WRB_UAE_1287,B4,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
CN,Onshore,T&O,T&O_CN_1485,B6,1,3,1,1,1,1,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
UK,Onshore,CFCR,CFCR_UK_1139,B7,1,3,2,3,3,1,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,0
CN,Onshore,WRB,WRB_CN_1310,B7,5,5,4,3,5,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0
UK,Onshore,CIB,CIB_UK_1261,B6,4,5,5,4,4,4,3,4,3,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,1
GBS IN,Offshore,T&O,T&O_GBS IN_1490,B7,5,5,5,4,5,4,3,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,0
HK,Onshore,T&O,T&O_HK_1451,B5,4,2,4,2,3,3,2,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
US,Onshore,Risk,Risk_US_1155,B5,5,4,4,5,5,4,3,4,5,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,-1
SG,Onshore,CFCR,CFCR_SG_1163,B6,2,3,3,3,2,2,4,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
CN,Onshore,T&O,T&O_CN_1486,B6,5,4,4,4,5,6,5,5,6,4,6,4,5,5,5,5,5,5,5,5,5,5,5,5,-1
SG,Onshore,WRB,WRB_SG_1318,B6,4,4,4,4,3,2,2,3,3,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,1
CN,Onshore,CFCR,CFCR_CN_1172,B6,1,1,3,3,2,2,3,3,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0
SG,Onshore,T&O,T&O_SG_1477,B6,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0
IN,Onshore,WRB,WRB_IN_1335,B4,4,6,4,6,4,4,6,6,4,5,4,6,5,5,5,5,5,5,5,5,5,5,5,5,1
CN,Onshore,CIB,CIB_CN_1241,B5,2,3,4,2,3,4,4,2,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,0
GBS IN,Offshore,T&O,T&O_GBS IN_1491,B6,5,5,6,6,5,5,4,5,6,6,4,6,5,5,5,5,5,5,5,5,5,5,5,5,1
HK,Onshore,T&O,T&O_HK_1452,B4,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
HK,Onshore,CFCR,CFCR_HK_1151,MD,5,4,4,5,5,6,4,6,4,4,6,4,5,5,5,5,5,5,5,5,5,5,5,5,-1
CN,Onshore,CFCR,CFCR_CN_1173,B6,2,1,2,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
GBS IN,Offshore,T&O,T&O_GBS IN_1492,B5,3,2,3,4,3,4,3,4,4,4,2,4,3,3,3,3,3,3,3,3,3,3,3,3,1
HK,Onshore,WRB,WRB_HK_1303,MD,2,3,3,2,3,3,2,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
GBS IN,Offshore,WRB,WRB_GBS IN_1287,B4,4,5,4,6,6,4,6,6,4,6,6,4,5,5,5,5,5,5,5,5,5,5,5,5,-1
UAE,Onshore,T&O,T&O_UAE_1483,B4,4,2,4,3,2,3,3,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
UK,Onshore,CIB,CIB_UK_1262,B4,3,3,2,4,2,2,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,0
US,Onshore,T&O,T&O_US_1487,B7,3,4,2,2,4,4,2,2,4,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
SG,Onshore,Risk,Risk_SG_1146,B7,1,2,3,2,2,3,1,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,-1
UK,Onshore,Risk,Risk_UK_1143,B4,4,4,5,4,5,4,5,5,3,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,-1
HK,Onshore,WRB,WRB_HK_1304,B7,2,3,4,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
CN,Onshore,T&O,T&O_CN_1487,B4,2,3,4,3,4,2,2,2,3,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,1
HK,Onshore,S&T,S&T_HK_1150,MD,2,4,2,4,3,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
IN,Onshore,T&O,T&O_IN_1437,B4,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
IN,Onshore,Risk,Risk_IN_1155,B5,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0
US,Onshore,Risk,Risk_US_1156,B6,5,4,5,5,6,6,6,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0
US,Onshore,T&O,T&O_US_1488,B5,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0
UK,Onshore,WRB,WRB_UK_1309,B5,4,5,4,4,6,6,5,6,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0
